Name,Date_of_birth,Opening_date,Expiry_date,Credit_limit,Statement_balance,Available_credit
Kathy Aldridge,1978-10-11,2003-03-28,2008-03-28,23000.0,15618.61,7381.389999999999
Michael Angelilli,1923-06-14,2012-09-18,2017-09-18,60500.0,30306.03,30193.97
Gary Levan,1960-12-14,2017-12-04,2022-12-04,84000.0,17280.96,66719.04000000001
Ivan Cacho,1963-04-05,2021-01-21,2026-01-21,92500.0,76252.2,16247.800000000003
Malcolm Lara,1931-03-28,2010-05-22,2015-05-22,88500.0,11859.7,76640.3
Norma Behn,1963-03-10,2016-07-17,2021-07-17,42500.0,23102.18,19397.82
John Caldwell,1988-10-20,2021-10-03,2026-10-03,99000.0,1928.77,97071.23
Rebecca Carrillo,1969-04-27,2002-11-23,2007-11-23,58500.0,2563.81,55936.19
Janet Davenport,1983-12-17,2008-11-25,2013-11-25,66000.0,3243.14,62756.86
George Nevins,1941-11-09,2006-04-16,2011-04-16,15000.0,201.73,14798.27
Eileen Hsieh,1983-02-18,2016-04-24,2021-04-24,95500.0,67281.29,28218.710000000006
Richard Turner,1912-05-14,2010-09-22,2015-09-22,52500.0,48471.24,4028.760000000002
David Orchard,1965-09-22,2007-12-06,2012-12-06,18000.0,16252.52,1747.4799999999996
Ralph White,1987-08-04,2011-08-20,2016-08-20,65000.0,51570.56,13429.440000000002
Tracy Fico,1943-03-22,2019-11-24,2024-11-24,82000.0,10291.41,71708.59
Victoria Graciano,1968-11-03,2005-10-06,2010-10-06,50000.0,2439.98,47560.02
Ivan Mcnair,1943-10-07,2016-10-29,2021-10-29,62500.0,19319.44,43180.56
Betty Guzman,1930-09-24,2020-10-25,2025-10-25,66500.0,39092.31,27407.690000000002
Joseph Riggs,1934-03-24,2022-06-30,2027-06-30,19500.0,4888.61,14611.39
Jason English,1913-09-17,2001-12-24,2006-12-24,51000.0,6701.35,44298.65
Glenna Smith,1937-07-18,2019-02-14,2024-02-14,49000.0,10087.63,38912.37
Leigh Collin,1943-10-22,2017-09-25,2022-09-25,16500.0,12924.87,3575.129999999999
Maude Stovall,1933-08-29,2010-07-18,2015-07-18,79500.0,2534.17,76965.83
Alice Smith,1965-11-21,2004-10-23,2009-10-23,41500.0,24486.81,17013.19
Mario Bruce,1976-05-28,2008-10-27,2013-10-27,27000.0,3638.58,23361.42
Elizabeth Garcia,1918-02-16,2001-02-03,2006-02-03,82000.0,61558.24,20441.760000000002
Harry Lilly,1924-05-05,2018-12-04,2023-12-04,91000.0,68870.75,22129.25
Craig Simpson,1958-02-28,2008-06-28,2013-06-28,77000.0,45593.64,31406.36
Dewey Ruiz,1932-06-10,2010-02-24,2015-02-24,45000.0,9554.88,35445.12
Kenneth Green,1945-02-14,2012-08-11,2017-08-11,70500.0,43355.52,27144.480000000003
Thomas Lyons,1983-09-19,2019-03-19,2024-03-19,90500.0,2651.3,87848.7
Grace Lackey,1963-02-08,2011-08-28,2016-08-28,25000.0,12941.57,12058.43
Cedric Ward,1934-01-22,2012-06-29,2017-06-29,75500.0,21773.85,53726.15
Brandon Delacruz,1938-09-19,2000-08-30,2005-08-30,17000.0,1022.01,15977.99
Anne Gable,1941-03-07,2000-12-03,2005-12-03,3000.0,1292.33,1707.67
Jennifer Julien,1905-03-10,2000-08-30,2005-08-30,66000.0,63172.66,2827.3399999999965
Ann Flom,1923-03-04,2006-09-03,2011-09-03,56500.0,45510.85,10989.150000000001
Donnie Mangum,1946-10-31,2006-02-07,2011-02-07,7000.0,5467.17,1532.83
John Chapman,1913-05-16,2007-10-19,2012-10-19,49500.0,26917.92,22582.08
Samuel Sanders,1941-10-08,2010-12-01,2015-12-01,77000.0,61350.75,15649.25
Charlene Henderson,1975-03-17,2001-03-08,2006-03-08,65000.0,19478.86,45521.14
Howard Groves,1921-05-07,2005-11-27,2010-11-27,57000.0,50383.44,6616.559999999998
Rosa King,1978-08-28,2016-08-13,2021-08-13,68500.0,50556.98,17943.019999999997
Milton Moss,1955-11-06,2002-03-31,2007-03-31,36000.0,27143.62,8856.380000000001
George Chabot,1924-01-14,2022-12-30,2027-12-30,96000.0,88927.32,7072.679999999993
James Gayer,1958-05-30,2007-02-13,2012-02-13,8500.0,854.45,7645.55
Heather Flores,1930-03-24,2010-01-17,2015-01-17,68000.0,47911.01,20088.989999999998
Hubert Crum,1975-03-07,2011-09-21,2016-09-21,72000.0,57608.68,14391.32
Leland King,1974-07-28,2020-01-08,2025-01-08,44500.0,17315.03,27184.97
Stephen Noyes,1931-11-18,2010-08-06,2015-08-06,16000.0,13372.69,2627.3099999999995
Donald Norrick,1951-10-15,2001-06-20,2006-06-20,55500.0,22447.05,33052.95
Rebecca Sandberg,1950-06-14,2000-05-11,2005-05-11,75500.0,14873.4,60626.6
Anna Burris,1978-09-17,2014-01-06,2019-01-06,16000.0,14800.55,1199.4500000000007
Freddie Witham,1953-01-10,2018-09-09,2023-09-09,71000.0,59213.22,11786.779999999999
John Ryan,1942-11-15,2007-01-20,2012-01-20,56500.0,2953.9,53546.1
James Tran,1933-03-31,2011-09-19,2016-09-19,37500.0,11379.17,26120.83
Tammy Hamilton,1970-02-21,2019-09-04,2024-09-04,3500.0,15.95,3484.05
Steven Grubb,1952-03-07,2014-12-20,2019-12-20,32500.0,21111.57,11388.43
Stephen Bade,1983-11-11,2003-04-07,2008-04-07,80500.0,67371.96,13128.039999999994
Kelly Dean,1972-09-24,2010-03-02,2015-03-02,2500.0,430.59,2069.41
Clinton Hearne,1975-03-15,2016-12-06,2021-12-06,88500.0,66163.08,22336.92
Leonard Lockhart,1984-06-23,2015-10-15,2020-10-15,20000.0,19705.04,294.9599999999991
Ileana Stamps,1922-08-27,2000-04-27,2005-04-27,14500.0,1122.21,13377.79
Amanda Carter,1949-03-04,2013-04-09,2018-04-09,68500.0,1913.99,66586.01
Les Newcombe,1966-11-04,2013-07-03,2018-07-03,60500.0,37111.24,23388.760000000002
Melissa Johns,1981-01-16,2006-02-24,2011-02-24,34500.0,32082.18,2417.8199999999997
Leon Hirsch,1907-04-09,2006-03-31,2011-03-31,41500.0,1232.76,40267.24
Jake Sprenkle,1931-10-21,2001-09-20,2006-09-20,96500.0,77952.74,18547.259999999995
Rafael Turner,1980-05-04,2016-09-27,2021-09-27,37500.0,31979.38,5520.619999999999
Sue Sculley,1944-07-21,2008-11-29,2013-11-29,48000.0,16733.78,31266.22
Salvatore Rodriguez,1981-12-25,2006-08-16,2011-08-16,66500.0,14938.71,51561.29
Hope Mcwhorter,1943-09-19,2002-11-28,2007-11-28,24500.0,6394.39,18105.61
Clara Wilmoth,1930-06-20,2009-05-26,2014-05-26,5500.0,2448.62,3051.38
Tamara Hollack,1949-01-27,2005-07-16,2010-07-16,12500.0,5031.09,7468.91
Thomas Elliott,1989-04-12,2007-12-31,2012-12-31,23000.0,2392.47,20607.53
Shannon Wood,1932-09-07,2018-06-01,2023-06-01,38500.0,20469.45,18030.55
James Andrews,1970-07-31,2014-04-01,2019-04-01,85500.0,68814.15,16685.850000000006
Hector Williford,1962-08-04,2021-08-06,2026-08-06,87500.0,57981.05,29518.949999999997
William Jarvis,1954-12-22,2021-05-17,2026-05-17,82500.0,33483.67,49016.33
Arthur Caldwell,1991-02-02,2010-08-04,2015-08-04,55000.0,6587.29,48412.71
Lloyd Thews,1937-06-19,2005-01-31,2010-01-31,47500.0,10729.05,36770.95
Angelo Jorstad,1954-06-24,2019-03-13,2024-03-13,30500.0,12317.49,18182.510000000002
Chad Farrish,1980-11-26,2009-09-02,2014-09-02,51500.0,30574.05,20925.95
Tricia Moncivais,1967-10-01,2007-12-01,2012-12-01,34000.0,1545.8,32454.2
Thomas Olveda,1973-10-22,2013-09-23,2018-09-23,30000.0,21809.76,8190.240000000002
Judith Vinson,1943-10-08,2006-10-22,2011-10-22,35000.0,22739.95,12260.05
Albert Lopresti,1963-04-27,2010-10-10,2015-10-10,72000.0,38586.02,33413.98
Yolanda Lemmon,1916-08-13,2004-03-23,2009-03-23,35500.0,17907.88,17592.12
Willie Montez,1924-06-18,2021-09-24,2026-09-24,57500.0,55849.94,1650.0599999999977
Kathryn Page,1982-04-08,2014-10-25,2019-10-25,77000.0,68802.12,8197.880000000005
Henry Lin,1943-03-07,2006-12-12,2011-12-12,21000.0,16247.88,4752.120000000001
Wendy Frazier,1932-10-12,2016-09-30,2021-09-30,65000.0,11716.93,53283.07
Jeanette Heroux,1953-05-25,2021-12-31,2026-12-31,97500.0,86535.94,10964.059999999998
Michael Pastrana,1954-08-24,2018-08-10,2023-08-10,5000.0,80.3,4919.7
Frances Rivera,1931-04-23,2002-11-05,2007-11-05,62500.0,28401.26,34098.740000000005
Carole Russell,1973-12-26,2015-11-28,2020-11-28,9500.0,1144.58,8355.42
Carrie Martinez,1955-03-14,2000-04-06,2005-04-06,34000.0,23869.97,10130.029999999999
Shirley Wright,1937-04-10,2009-02-23,2014-02-23,4000.0,1434.86,2565.1400000000003
Laurie Silver,1911-05-09,2002-02-05,2007-02-05,69500.0,61482.08,8017.919999999998
Pauline Correa,1928-08-01,2000-08-28,2005-08-28,69500.0,66877.72,2622.279999999999
Ivan Maiden,1921-03-27,2015-07-19,2020-07-19,9000.0,6705.29,2294.71
James Washington,1945-04-19,2018-04-26,2023-04-26,73000.0,8332.33,64667.67
John Beresford,1922-07-25,2005-06-10,2010-06-10,28500.0,11652.34,16847.66
Lori Fenner,1908-10-20,2000-01-11,2005-01-11,5500.0,1178.07,4321.93
Bobby Schneidtmille,1923-05-16,2019-08-27,2024-08-27,44500.0,40496.77,4003.230000000003
Hazel Roberts,1995-03-10,2015-01-24,2020-01-24,99000.0,83913.91,15086.089999999997
Melanie Sullivan,1962-08-29,2014-09-09,2019-09-09,50500.0,19480.72,31019.28
Gerald Brechbiel,1962-01-17,2019-06-07,2024-06-07,80500.0,1641.01,78858.99
Edith Beanblossom,1969-06-15,2002-08-23,2007-08-23,61500.0,42938.67,18561.33
Gladys Summerlin,1918-10-27,2006-08-26,2011-08-26,28500.0,18853.06,9646.939999999999
Rosalie Thornton,1911-12-17,2004-10-17,2009-10-17,7000.0,2903.76,4096.24
Frank Fitzgerald,1950-10-14,2019-01-14,2024-01-14,31500.0,25451.29,6048.709999999999
Terrell Tims,1919-05-07,2011-03-25,2016-03-25,80000.0,55915.25,24084.75
Sandra Quezada,1921-10-23,2019-03-08,2024-03-08,36500.0,32800.15,3699.8499999999985
Denise Ragland,1932-09-30,2021-07-16,2026-07-16,44500.0,5229.3,39270.7
Monique Santiago,1988-03-19,2017-02-15,2022-02-15,20500.0,5965.82,14534.18
Edward Villarreal,1963-04-18,2007-03-02,2012-03-02,36500.0,28577.81,7922.189999999999
Peter Alexander,1965-04-18,2006-11-06,2011-11-06,41500.0,26116.1,15383.900000000001
James Shank,1960-03-12,2006-04-16,2011-04-16,97500.0,18865.25,78634.75
Melva Borders,1938-05-14,2021-09-27,2026-09-27,79000.0,47278.23,31721.769999999997
Dorothy Pullman,1952-08-14,2014-05-25,2019-05-25,73500.0,30317.22,43182.78
Albert Shortridge,1946-08-28,2011-02-02,2016-02-02,17500.0,13840.41,3659.59
Willie Hansen,1938-09-28,2016-12-29,2021-12-29,34000.0,20951.67,13048.330000000002
Jean Sayco,1910-12-13,2000-03-03,2005-03-03,95000.0,20122.07,74877.93
Dale Rose,1960-04-07,2022-06-29,2027-06-29,22000.0,19856.82,2143.1800000000003
Vivian Howell,1975-04-10,2013-11-16,2018-11-16,98000.0,76002.66,21997.339999999997
Fernando Orms,1920-06-07,2010-03-25,2015-03-25,53000.0,15638.22,37361.78
Glenn Guillotte,1955-08-01,2004-01-29,2009-01-29,100000.0,50330.35,49669.65
Cathy Ruch,1905-04-02,2000-06-21,2005-06-21,90000.0,76618.89,13381.11
Pamela Walton,1937-09-23,2018-08-29,2023-08-29,43000.0,13898.79,29101.21
Benjamin Parker,1939-06-17,2021-02-23,2026-02-23,98000.0,8922.76,89077.24
Keith Crane,1981-01-16,2018-06-26,2023-06-26,5000.0,507.2,4492.8
Charlie Goodwin,1986-06-20,2012-08-16,2017-08-16,9000.0,8496.98,503.02000000000044
Mildred Morris,1947-03-01,2000-01-23,2005-01-23,59000.0,15525.2,43474.8
Kimberly Lopes,1941-08-14,2009-07-16,2014-07-16,86000.0,81214.05,4785.949999999997
Clayton Phillips,1938-04-11,2022-01-05,2027-01-05,53500.0,41375.7,12124.300000000003
Ada Crum,1929-01-06,2001-02-06,2006-02-06,84000.0,82864.12,1135.8800000000047
Teresa Harold,1939-06-14,2016-05-20,2021-05-20,45500.0,9724.46,35775.54
Jerry Preston,1950-06-10,2002-03-08,2007-03-08,80000.0,20755.6,59244.4
Billie Meyer,1986-01-13,2009-09-08,2014-09-08,6500.0,3074.39,3425.61
Michael Winfrey,1920-02-24,2005-04-10,2010-04-10,89500.0,75095.86,14404.14
Hector Glassman,1993-10-30,2019-03-16,2024-03-16,53000.0,9848.68,43151.32
Roland Sauceda,1996-12-21,2021-05-26,2026-05-26,9000.0,1905.64,7094.36
Christopher Saulsberry,1939-05-07,2021-04-03,2026-04-03,97500.0,43334.25,54165.75
Charles Bullock,1950-08-09,2014-07-29,2019-07-29,79000.0,29856.14,49143.86
Nicole Schoolfield,1938-01-18,2016-07-11,2021-07-11,14500.0,2641.64,11858.36
Amy Patrone,1968-08-26,2019-04-06,2024-04-06,5500.0,1693.37,3806.63
Dollie Phernetton,1939-04-19,2020-04-22,2025-04-22,66500.0,31971.51,34528.490000000005
Dwayne Napper,1949-06-10,2001-11-15,2006-11-15,83500.0,63133.04,20366.96
Racheal Boozer,1912-09-01,2009-05-26,2014-05-26,42500.0,8635.57,33864.43
Michael Meredith,1931-09-30,2015-12-08,2020-12-08,32000.0,27765.63,4234.369999999999
Oscar Kovacs,1999-04-17,2018-07-06,2023-07-06,8500.0,2765.55,5734.45
Jeremy Leonberger,1929-02-03,2017-10-25,2022-10-25,69500.0,46928.19,22571.809999999998
Kendall Flock,1995-05-19,2013-07-21,2018-07-21,67000.0,11733.76,55266.24
Juanita Lucas,1974-01-08,2018-07-08,2023-07-08,8500.0,5200.95,3299.05
Bernard Mccoy,1942-03-25,2012-08-25,2017-08-25,91500.0,73698.94,17801.059999999998
Thomas Heaton,1944-01-17,2006-10-14,2011-10-14,24500.0,5394.79,19105.21
Tonya Killam,1933-03-12,2011-11-19,2016-11-19,50000.0,45203.45,4796.550000000003
Walter Groff,1935-05-27,2017-04-24,2022-04-24,63000.0,14391.29,48608.71
Kevin Brady,1965-04-15,2021-03-20,2026-03-20,9500.0,3305.46,6194.54
Brenda Davanzo,1944-02-03,2021-11-23,2026-11-23,98000.0,25655.96,72344.04000000001
Mike Roop,1906-09-11,2002-04-28,2007-04-28,53000.0,13817.07,39182.93
Gail Sheppard,1922-02-01,2020-10-28,2025-10-28,1500.0,761.87,738.13
Mary Peachey,1976-04-30,2011-07-12,2016-07-12,64500.0,58682.52,5817.480000000003
Justin Fair,1993-12-28,2019-01-07,2024-01-07,77500.0,55828.02,21671.980000000003
Margaret Kirby,1983-01-17,2014-08-01,2019-08-01,7500.0,4229.32,3270.6800000000003
Brian Leary,1931-08-27,2014-12-26,2019-12-26,18000.0,1714.56,16285.44
William Stroud,1963-08-02,2021-08-06,2026-08-06,26000.0,5037.41,20962.59
Willie Kilgore,1995-01-16,2016-04-03,2021-04-03,25500.0,19857.19,5642.810000000001
Christopher Fisher,1987-08-22,2008-09-04,2013-09-04,14000.0,1512.08,12487.92
John Neilson,1925-07-15,2010-11-24,2015-11-24,14500.0,12398.51,2101.49
Robert Bump,1936-05-19,2010-08-07,2015-08-07,30500.0,9134.52,21365.48
Marilyn Gilbert,1981-06-14,2006-02-27,2011-02-27,24500.0,23951.29,548.7099999999991
Eddie Saine,1906-02-21,2000-06-16,2005-06-16,17000.0,10336.37,6663.629999999999
Robert Cook,1933-05-11,2021-09-26,2026-09-26,73000.0,35810.67,37189.33
Fern Hale,1965-03-04,2000-05-11,2005-05-11,79000.0,12202.99,66797.01
Imelda Vega,1980-07-24,2003-06-19,2008-06-19,9500.0,5189.87,4310.13
Janet Smith,1966-08-13,2004-03-17,2009-03-17,9500.0,4485.9,5014.1
Bryan Persing,1921-04-06,2020-01-01,2025-01-01,38500.0,18372.7,20127.3
Myrtle Mahurin,1916-06-11,2011-01-29,2016-01-29,94500.0,21271.28,73228.72
David Lewis,1933-08-12,2013-03-09,2018-03-09,48000.0,38704.21,9295.79
George Sheikh,1971-02-18,2011-09-12,2016-09-12,43000.0,5828.28,37171.72
Micheal Mcdaniel,1920-03-04,2007-03-03,2012-03-03,35500.0,20319.23,15180.77
Erin Liddell,1966-03-26,2016-12-01,2021-12-01,98000.0,21408.91,76591.09
Amber Muller,1960-05-15,2006-10-30,2011-10-30,7000.0,2309.39,4690.610000000001
Jessica Swanson,1958-01-15,2006-09-16,2011-09-16,60000.0,59742.75,257.25
Karen Smith,1966-09-30,2015-10-17,2020-10-17,24500.0,20835.61,3664.3899999999994
Eugene Beall,1906-03-10,2001-10-13,2006-10-13,95500.0,75506.84,19993.160000000003
Agnes Rodger,1953-01-29,2010-07-17,2015-07-17,80000.0,15468.77,64531.229999999996
Emily Herrera,1941-06-25,2014-02-19,2019-02-19,83500.0,21954.02,61545.979999999996
Julie Fink,1987-04-27,2014-06-18,2019-06-18,73000.0,67138.91,5861.0899999999965
Phil Stanley,1919-08-04,2007-03-05,2012-03-05,86000.0,22417.18,63582.82
Joan Vegas,1983-07-31,2012-04-19,2017-04-19,90500.0,75179.0,15321.0
Ben Pahl,1947-11-13,2010-01-09,2015-01-09,14000.0,3863.3,10136.7
Benjamin Martin,1920-11-10,2008-03-20,2013-03-20,60000.0,20474.16,39525.84
Nancy Pel,1907-01-25,2000-07-10,2005-07-10,53000.0,19388.64,33611.36
Vincent Edgerson,1935-04-09,2018-02-12,2023-02-12,37500.0,28577.39,8922.61
Michael Murphy,1936-06-11,2002-06-27,2007-06-27,21500.0,1699.73,19800.27
Daren Ash,1948-11-03,2017-08-08,2022-08-08,16000.0,6342.9,9657.1
Kenneth Strause,1939-10-25,2007-06-09,2012-06-09,85500.0,36663.89,48836.11
Garth Beamon,1914-03-16,2010-04-04,2015-04-04,18000.0,4213.71,13786.29
Christel Paden,1914-02-14,2004-04-16,2009-04-16,96000.0,42037.38,53962.62
Polly Gaines,1920-10-08,2001-08-26,2006-08-26,97000.0,64660.74,32339.260000000002
Sam Fulmore,1943-03-09,2003-11-17,2008-11-17,70500.0,59904.64,10595.36
Hazel Hickey,1955-05-07,2008-12-20,2013-12-20,97000.0,72975.26,24024.740000000005
Virginia Tiller,1994-02-07,2015-06-29,2020-06-29,32000.0,27238.2,4761.799999999999
Helen Richardson,1931-06-01,2008-01-26,2013-01-26,46500.0,24586.27,21913.73
Elaine Roberts,1986-10-22,2010-03-21,2015-03-21,90500.0,66971.76,23528.240000000005
Yvonne Forbes,1928-08-27,2003-03-14,2008-03-14,11000.0,407.38,10592.62
Eric Seibel,1956-10-12,2002-04-03,2007-04-03,31000.0,10686.3,20313.7
Mary Powell,1989-03-19,2020-06-16,2025-06-16,23500.0,18326.31,5173.689999999999
Constance Turner,1952-12-13,2013-06-12,2018-06-12,39000.0,29527.93,9472.07
Charisse Milligan,1907-02-15,2002-06-28,2007-06-28,30500.0,18339.5,12160.5
Jacqueline Brown,1968-02-23,2021-10-30,2026-10-30,65000.0,38963.05,26036.949999999997
Grace Smith,1995-07-17,2013-09-15,2018-09-15,96500.0,31007.72,65492.28
Michael Roberson,1958-04-07,2004-12-31,2009-12-31,19000.0,9428.71,9571.29
Joey Coleman,1948-12-16,2007-03-19,2012-03-19,64500.0,42099.6,22400.4
Ronda Brown,1960-07-19,2020-11-25,2025-11-25,23500.0,2724.15,20775.85
Tom Johnson,1946-03-23,2002-11-13,2007-11-13,20500.0,18516.24,1983.7599999999984
Felix Brewer,1960-03-22,2000-08-25,2005-08-25,47000.0,20405.99,26594.01
Jeremy Barrett,1930-05-31,2017-08-23,2022-08-23,97500.0,31302.32,66197.68
Diana Knight,1952-06-14,2002-07-05,2007-07-05,99000.0,6256.12,92743.88
Melissa Nadler,1977-08-17,2007-11-30,2012-11-30,94000.0,1827.45,92172.55
Shirlee Robert,1960-04-28,2021-07-26,2026-07-26,61500.0,19431.95,42068.05
Erica Francis,1970-03-16,2016-01-17,2021-01-17,95000.0,27702.66,67297.34
Elroy Randall,1924-10-30,2016-03-22,2021-03-22,3000.0,1260.84,1739.16
Leonard Martinez,1952-08-02,2012-08-22,2017-08-22,21000.0,13170.23,7829.77
Tina Bell,1971-06-18,2016-07-16,2021-07-16,60500.0,8681.96,51818.04
Susan Tennant,1918-02-14,2013-03-24,2018-03-24,54500.0,22761.99,31738.01
Paul Tardif,1998-06-28,2019-07-23,2024-07-23,72500.0,50068.22,22431.78
Ella Seidt,1970-06-18,2014-05-14,2019-05-14,34500.0,27307.92,7192.080000000002
Michael Lockett,1937-05-23,2004-08-30,2009-08-30,31000.0,18419.61,12580.39
Elizabeth Thomas,1910-10-12,2002-10-05,2007-10-05,58500.0,36246.22,22253.78
Kenneth Cauthen,1919-08-19,2016-10-16,2021-10-16,71500.0,37546.74,33953.26
Jared Lee,1970-03-29,2009-01-14,2014-01-14,46500.0,283.1,46216.9
Derrick Todd,1916-10-30,2013-07-22,2018-07-22,87000.0,81568.54,5431.460000000006
Sally Gibler,1980-04-25,2012-12-28,2017-12-28,6000.0,2795.85,3204.15
Earl Bryant,1916-05-01,2012-05-25,2017-05-25,24500.0,6105.15,18394.85
Steven Mcdowell,1938-04-22,2021-08-22,2026-08-22,95500.0,76535.41,18964.589999999997
David Couch,1966-04-14,2003-06-24,2008-06-24,63500.0,1398.33,62101.67
Betty Hernandez,1919-10-04,2014-02-13,2019-02-13,32000.0,6281.7,25718.3
Jeff Kesler,1969-05-30,2003-06-23,2008-06-23,63000.0,62354.91,645.0899999999965
April Damewood,1920-01-20,2011-12-05,2016-12-05,82500.0,29714.27,52785.729999999996
Glenn Copper,1942-11-18,2003-11-09,2008-11-09,7000.0,4457.21,2542.79
Randall Lichtenstein,1981-06-17,2020-04-10,2025-04-10,18500.0,12491.06,6008.9400000000005
Amy Jones,1954-04-06,2020-10-31,2025-10-31,61500.0,8611.67,52888.33
Victoria Middleton,1954-09-05,2008-07-10,2013-07-10,83000.0,26354.37,56645.630000000005
Shirley Stone,1987-06-14,2018-06-01,2023-06-01,8000.0,5763.95,2236.05
Jay Cunningham,1928-10-07,2003-12-04,2008-12-04,83500.0,61333.55,22166.449999999997
Eric Fisher,1933-09-02,2005-02-18,2010-02-18,26500.0,7115.46,19384.54
Wendy Gomez,1973-11-22,2022-10-29,2027-10-29,79500.0,46815.78,32684.22
Assunta Banuelos,1959-09-22,2015-12-06,2020-12-06,38000.0,813.87,37186.13
Gene Smith,1958-05-29,2004-04-26,2009-04-26,51000.0,41626.12,9373.879999999997
Elizabeth Vanhorn,1930-04-28,2005-04-20,2010-04-20,83000.0,15693.61,67306.39
Angela Chappell,1982-10-29,2009-01-11,2014-01-11,41000.0,18702.9,22297.1
Dorine Cox,1946-04-02,2021-05-29,2026-05-29,73500.0,50931.71,22568.29
Bobby Covington,1922-06-25,2015-06-21,2020-06-21,22000.0,2033.71,19966.29
Steven Stallworth,1939-07-19,2002-07-05,2007-07-05,84500.0,59706.67,24793.33
Bradley Milam,1960-06-14,2000-02-27,2005-02-27,5000.0,10.43,4989.57
Patricia Hundley,1960-11-25,2017-06-28,2022-06-28,43500.0,14391.39,29108.61
Ronald Mccrary,2000-10-29,2022-11-05,2027-11-05,24000.0,8810.12,15189.88
Jennine Howell,1942-03-10,2017-12-13,2022-12-13,88000.0,48020.19,39979.81
Margaret Mcnair,1979-04-04,2020-11-01,2025-11-01,50500.0,3846.13,46653.87
John Shaefer,1975-10-11,2004-06-25,2009-06-25,1500.0,273.76,1226.24
Steven Agee,1939-03-03,2016-06-06,2021-06-06,6500.0,3606.41,2893.59
James Merrifield,1932-03-26,2021-04-27,2026-04-27,58000.0,11689.89,46310.11
Frank Ehrlich,2001-11-04,2022-11-21,2027-11-21,79000.0,61738.42,17261.58
Matthew Jones,1977-07-04,2022-09-24,2027-09-24,6500.0,262.19,6237.81
Benjamin Tschida,1978-09-09,2001-06-07,2006-06-07,81500.0,56972.16,24527.839999999997
Jennifer Kraus,1927-07-04,2011-11-07,2016-11-07,7500.0,2222.15,5277.85
Debra Wigley,1986-09-23,2021-02-07,2026-02-07,70500.0,65997.97,4502.029999999999
Robert George,1916-01-19,2005-05-07,2010-05-07,20500.0,813.4,19686.6
Heidi Price,1933-09-11,2007-10-30,2012-10-30,47500.0,3079.15,44420.85
Craig Hall,1949-08-24,2010-04-25,2015-04-25,31500.0,25138.1,6361.9000000000015
Darin Davis,1943-05-22,2022-03-10,2027-03-10,77500.0,33395.74,44104.26
Stanley Pawlowski,1951-09-25,2022-12-14,2027-12-14,77000.0,40979.04,36020.96
Beverly Jones,1950-05-05,2022-08-30,2027-08-30,10000.0,878.24,9121.76
Isabelle Knight,1929-07-29,2005-06-06,2010-06-06,82500.0,10691.76,71808.24
Guy Staples,1913-09-05,2000-02-25,2005-02-25,92500.0,39844.79,52655.21
James Robinson,1916-12-11,2007-05-27,2012-05-27,43000.0,35889.56,7110.440000000002
William Scanlan,1919-06-30,2004-11-13,2009-11-13,23000.0,22127.95,872.0499999999993
Thomas Lee,1976-02-17,2010-04-18,2015-04-18,12500.0,2562.03,9937.97
Stevie Begay,1945-10-19,2003-05-06,2008-05-06,35500.0,14292.42,21207.58
Michele Perry,1972-03-22,2021-07-13,2026-07-13,33000.0,5346.48,27653.52
Rebecca Goodman,1974-02-24,2019-09-28,2024-09-28,33500.0,32815.82,684.1800000000003
William Kelly,1932-06-08,2022-07-03,2027-07-03,67000.0,11195.5,55804.5
Belinda Acosta,1926-06-25,2001-09-07,2006-09-07,98500.0,56839.72,41660.28
William Doolittle,1946-01-14,2017-06-20,2022-06-20,62500.0,3590.97,58909.03
Tonya Trent,1983-05-09,2008-04-28,2013-04-28,97500.0,29670.14,67829.86
Audrey Justice,1945-12-08,2018-03-18,2023-03-18,16000.0,267.61,15732.39
Barbara Johansen,1970-11-10,2015-12-19,2020-12-19,65000.0,32915.73,32084.269999999997
Thomas Mcguire,1951-04-02,2006-04-29,2011-04-29,41500.0,12869.05,28630.95
Galen Malcolm,1986-01-16,2008-02-16,2013-02-16,8500.0,7.48,8492.52
Carl Garza,1947-04-04,2005-08-12,2010-08-12,38500.0,36412.62,2087.3799999999974
Steven Booton,1921-03-04,2014-05-28,2019-05-28,67500.0,18190.33,49309.67
Joan Bradley,1917-03-19,2002-07-25,2007-07-25,54500.0,51229.9,3270.0999999999985
Leandra Faust,1915-07-03,2011-07-04,2016-07-04,60000.0,13481.38,46518.62
Frances Haine,1979-05-22,2009-11-09,2014-11-09,56000.0,21381.96,34618.04
Cheryl Brinkly,1976-05-19,2011-12-08,2016-12-08,41500.0,40154.29,1345.7099999999991
Lisabeth English,1971-09-17,2020-07-12,2025-07-12,50500.0,42556.89,7943.110000000001
Marie Wright,1996-01-20,2021-02-07,2026-02-07,90500.0,75937.72,14562.279999999999
Robby Burchinal,1956-02-28,2003-02-19,2008-02-19,10000.0,9488.73,511.27000000000044
Lori Busch,1989-01-22,2022-08-17,2027-08-17,15000.0,7110.19,7889.81
Eugene Ferguson,1952-05-22,2016-08-11,2021-08-11,38500.0,7720.78,30779.22
Frank Jacobs,1996-08-24,2019-02-16,2024-02-16,7500.0,6419.4,1080.6000000000004
Andrea Glueck,1975-08-15,2001-08-31,2006-08-31,85000.0,16339.92,68660.08
Raymond Perl,1955-05-22,2005-07-13,2010-07-13,40000.0,17290.9,22709.1
